Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Log Work,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Design asset type),Custom field (Design reference),Custom field (Details),Custom field (Development),Custom field (Entitlement),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Goals),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Operational categorization),Custom field (Pending reason),Custom field (Product categorization),Custom field (Project deliverables),Custom field (Project focus),Custom field (Project milestones),Custom field (Project overview key),Custom field (Project overview status),Custom field (Rank),Custom field (Related projects),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Satisfaction rating,Custom field (Satisfaction date),Custom field (Sentiment),Custom field (Severity),Custom field (Source),Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Total forms),Custom field (Urgency),Custom field (Vulnerability),Custom field (Work category),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Comment,Comment,Parent,Parent key,Parent summary,Status Category,Status Category Changed
Submit submittal drawing to supervisor,HT10200-229,11039,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,22/May/25 1:39 PM,29/May/25 9:09 AM,,29/May/25 9:09 AM,,0,submittal,,,Automation for Jira,,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@62c81f98,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000y7:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_588642387_*|*_10137_*:*_1_*:*_0,,,11029,HT10200-219,variant 575 madison ave 20th fl handrail,Done,29/May/25 9:09 AM
Submitted drawing came back approved,HT10200-227,11037,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,22/May/25 1:39 PM,29/May/25 9:09 AM,,29/May/25 9:09 AM,,0,submittal,,,Automation for Jira,,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2f744bcc,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000xr:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_588634636_*|*_10137_*:*_1_*:*_0,,,11029,HT10200-219,variant 575 madison ave 20th fl handrail,Done,29/May/25 9:09 AM
"Prepare shop drawing (include BOMs, assy, weld, listings, DXF, etc)",HT10200-226,11036,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,22/May/25 1:39 PM,29/May/25 9:09 AM,,29/May/25 9:09 AM,,0,shops,,,Automation for Jira,,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6904a41f,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000xj:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_588630946_*|*_10137_*:*_1_*:*_0,,,11029,HT10200-219,variant 575 madison ave 20th fl handrail,Done,29/May/25 9:09 AM
Submit shop drawing to supervisor,HT10200-224,11034,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,Automation for Jira,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,22/May/25 1:39 PM,29/May/25 9:09 AM,,29/May/25 9:09 AM,,0,shops,,,Automation for Jira,,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4e70a068,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000x3:,,,,,,,,,,,,,,,,,,,,,,,,,10135_*:*_1_*:*_588622759_*|*_10137_*:*_1_*:*_0,,,11029,HT10200-219,variant 575 madison ave 20th fl handrail,Done,29/May/25 9:09 AM
prepare submittal drawing,HT10200-175,10903,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 11:04 AM,22/May/25 11:05 AM,,22/May/25 11:05 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6b5e3f74,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000vr:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 15:05:00.64,10135_*:*_1_*:*_11751_*|*_10137_*:*_1_*:*_0,"22/May/25 11:05 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 15:05.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10312,HT10200-136,Metralite 320 Park Ave Flagstar Storefront,Done,22/May/25 11:05 AM
print docs,HT10200-174,10895,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 11:04 AM,22/May/25 11:05 AM,,22/May/25 11:05 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@497c054b,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000vj:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 15:04:53.263,10135_*:*_1_*:*_17316_*|*_10137_*:*_1_*:*_0,"22/May/25 11:04 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 15:04.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10312,HT10200-136,Metralite 320 Park Ave Flagstar Storefront,Done,22/May/25 11:05 AM
print docs,HT10200-173,10876,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 11:03 AM,22/May/25 11:03 AM,,22/May/25 11:03 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6b592b23,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000vb:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 15:03:54.523,10135_*:*_1_*:*_3899_*|*_10137_*:*_1_*:*_0,"22/May/25 11:03 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 15:03.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10254,HT10200-153,Variant Services 21 West End Ave doors and metal,Done,22/May/25 11:03 AM
print docs,HT10200-172,10857,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 11:03 AM,22/May/25 11:03 AM,,22/May/25 11:03 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5ebfd420,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000v3:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 15:03:35.752,10135_*:*_1_*:*_4463_*|*_10137_*:*_1_*:*_0,"22/May/25 11:03 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 15:03.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10239,HT10200-151,Versatile quote 179095 1515 Broadway Clear Glass,Done,22/May/25 11:03 AM
prepare shop drawing,HT10200-171,10838,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 11:02 AM,22/May/25 11:02 AM,,22/May/25 11:02 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@69c2d287,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000uv:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 15:02:47.414,10135_*:*_1_*:*_2902_*|*_10137_*:*_1_*:*_0,"22/May/25 11:02 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 15:02.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10260,HT10200-139,Metralite EQT brake shape,Done,22/May/25 11:02 AM
"received package for jamie, left it in his office",HT10200-170,10819,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 11:02 AM,22/May/25 11:02 AM,,22/May/25 11:02 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@48b253cb,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000un:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 15:02:14.233,10135_*:*_1_*:*_3423_*|*_10137_*:*_1_*:*_0,"22/May/25 11:02 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 15:02.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10299,HT10200-138,incoming sample for Jamie,Done,22/May/25 11:02 AM
print docs,HT10200-169,10800,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 11:01 AM,22/May/25 11:01 AM,,22/May/25 11:01 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@640396df,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000uf:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 15:01:39.234,10135_*:*_1_*:*_3006_*|*_10137_*:*_1_*:*_0,"22/May/25 11:01 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 15:01.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10311,HT10200-137,Cedar Crossing Casino - Curtain Wall and Entrances Scope,Done,22/May/25 11:01 AM
print docs,HT10200-168,10781,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 11:01 AM,22/May/25 11:01 AM,,22/May/25 11:01 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6da8d85b,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000u7:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 15:01:11.895,10135_*:*_1_*:*_3379_*|*_10137_*:*_1_*:*_0,"22/May/25 11:01 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 15:01.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10313,HT10200-135,Hinge 77 EXECUTIVE BLVD SINGLE DOOR,Done,22/May/25 11:01 AM
"created jira task to track work, but gibby took over",HT10200-167,10762,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 11:00 AM,22/May/25 11:00 AM,,22/May/25 11:00 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5cf53a5d,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000tz:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 15:00:02.971,10135_*:*_1_*:*_3571_*|*_10137_*:*_1_*:*_0,"22/May/25 11:00 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 15:00.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10330,HT10200-134,Metralite Solomon Push Plate,Done,22/May/25 11:00 AM
print docs,HT10200-166,10743,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 10:54 AM,22/May/25 10:54 AM,,22/May/25 10:54 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7ed8ce92,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000tr:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 14:54:52.063,10135_*:*_1_*:*_7937_*|*_10137_*:*_1_*:*_0,"22/May/25 10:54 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 14:54.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10249,HT10200-152,Variant Services 575 Madison Ave 15th Fl Dental Spa hafle track,Done,22/May/25 10:54 AM
prepare takeoffs,HT10200-165,10724,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 10:51 AM,22/May/25 10:51 AM,,22/May/25 10:51 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@b8a2a6c,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000tj:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 14:51:06.486,10135_*:*_1_*:*_3253_*|*_10137_*:*_1_*:*_0,"22/May/25 10:51 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 14:51.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10237,HT10200-159,Adler Windows Palisade Ave Metal panels,Done,22/May/25 10:51 AM
prepare shop drawing,HT10200-164,10705,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 10:49 AM,22/May/25 10:49 AM,,22/May/25 10:49 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3611b9a0,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000tb:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 14:49:38.76,10135_*:*_1_*:*_3976_*|*_10137_*:*_1_*:*_0,"22/May/25 10:49 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 14:49.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10071,HT10200-157,kamil tube cart,Done,22/May/25 10:49 AM
"add the 2 countersunk #12 holes from the top of the bottom straight section, then add a 1/5 od clear hole but not thru from the bottom of this section",HT10200-163,10686,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,22/May/25 10:46 AM,22/May/25 10:46 AM,,22/May/25 10:46 AM,,0,,,,Automation for Jira,Jed Ferreras,557058:f58131cb-b67d-43c7-b30d-6b58d40bd077,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1d50d051,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000t3:,,,,,,,,,,,,,,,,,,,,,,,,2025-05-22 14:46:14.709,10135_*:*_1_*:*_27962_*|*_10137_*:*_1_*:*_0,"22/May/25 10:46 AM;557058:f58131cb-b67d-43c7-b30d-6b58d40bd077;Work item created on 2025-05-142 14:46.

Set the correct work type from:  
• Printing  
• Research  
• Submittal  
• Shops  
• Estimate  
• Field  
• Backoffice  
• Takeoffs",,10104,HT10200-79,Mass Merch citadel mockup,Done,22/May/25 10:46 AM
combine pdfs and email them to Jamie,HT10200-161,10240,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,05/May/25 3:27 PM,22/May/25 10:51 AM,,05/May/25 3:29 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@464a0711,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000d3:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_134579_*|*_10069_*:*_1_*:*_0,,,10238,HT10200-160,Mass Merchandising Flagstar - Cash Room Stainless Panels,Done,22/May/25 10:51 AM
update drawing per Jamie's feedback,HT10200-158,10233,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,05/May/25 9:20 AM,22/May/25 10:50 AM,,05/May/25 9:42 AM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@62139d53,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000bz:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_1313215_*|*_10067_*:*_1_*:*_0,,,10208,HT10200-156,545 Madison Ave Mag Lock Cover,Done,22/May/25 10:50 AM
need material takeoffs,HT10200-155,10247,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,06/May/25 11:21 AM,22/May/25 10:49 AM,,07/May/25 10:50 AM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6e05059e,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000dz:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_84453368_*|*_4_*:*_1_*:*_0_*|*_10067_*:*_1_*:*_22787,07/May/25 10:48 AM;712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885;Jamie took over for now,,10190,HT10200-154,action storefronts brooklyn public library - bronze handrail,Done,22/May/25 10:49 AM
"undo drawing release, to redesign then review then rerelease",HT10200-150,10258,Sub-task,Done,HT10200,10200-HITECHTASKS.02,business,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,Medium,Done,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,Jed Ferreras,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,07/May/25 3:37 PM,22/May/25 10:52 AM,,09/May/25 4:47 PM,,0,,,,Jed Ferreras,,712020:454ffdf8-c7cb-4d48-8fd4-57fa0b162885,,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7d03e54c,,,,,,,,,,,,,,,,,,,,,,,,,,,0|i000fj:,,,English,,,,,,,,,,,,,,,,,,,,,,1_*:*_1_*:*_176977170_*|*_10067_*:*_1_*:*_0,,,10242,HT10200-148,Variant Services 228 E45st Zimbabwe Statue Plate,Done,22/May/25 10:52 AM
